Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Papua New Guinea,59.9,
Paraguay,66,"Source: Estudio de Prevalencia del VIH/Sifilis, Hepatitis y comportamientos de riesgo en HSH 2017"
Philippines,38,"Source: 2018 Integrated HIV Behavioral and Serologic Surveillance (IHBSS)"
Portugal,71.5,
Republic of Korea,64.1,"Source: Population based survey"
Republic of Moldova,54.7,"Source: Behaviour Surveillance Survey, 2017"
Romania,27.9,"Source: Project SIALON II (www.sialon.eu)"
Samoa,2.2,"Source: Outreach Registers from all NGO's and the Ministry of Health's HIV/STI outreach programmes"
Sao Tome and Principe,63.4,"Source: Behavioral surveillance, 2018"
Senegal,74.6,"Source: Behavioral surveillance, 2018"
Serbia,66.1,"Source: Research among most at risk population and among people living with HIV. Institute of Public Health of Serbia "
Singapore,21.2,"Source: MSM seroprevalence study."
Spain,58.8,
Sri Lanka,61.5,
Sudan,24.7,"Source: IBBS"
Suriname,58.9,"Source: Behavioral surveillance, 2018"
Sweden,38,
Switzerland,47.4,
Tajikistan,77.2,"Source: Behaviour Surveillance Survey, 2017"
Thailand,84,"Source: Integrated Biological Behavior Surveillance (IBBS) 2018"
The former Yugoslav Republic of Macedonia,45.9,"Source: Behaviour Surveillance Survey, 2017"
Togo,79.6,"Source: Behaviour Surveillance Survey, 2017"
Tunisia,40,"Source: Enquête serocomportementale HSH 2017"
Ukraine,77.6,"Source: National Integrated Bio-Behavioral Survey, 2017"
United Republic of Tanzania,55.5,
United States,50,"Source: National HIV Behavioral Surveillance System"
Uzbekistan,98.3,
Viet Nam,64.9,"Source: HSS+ 2018"
Yemen,18.6,
Zimbabwe,77,"Source: BBS, 2019"
