Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Guatemala,1,"Source: Encuesta de Medición de prevalencia, comportamiento, actitudes y prácticas en poblaciones de mayor riesgo al VIH-Sida en Guatemala, 2017. TEPHINET, HIVOS, MSAPAS"
Guinea,10.7,"Source: ESCOMB 2017"
Guinea-Bissau,18,"Source: BBS"
Guyana,6.1,"Source: Bio-behavioural Surveillance survey"
Haiti,4.3,"Source: National programme data, 2019"
Honduras,1.5,"Source: Base de datos VICIT WEB"
India,1.6,"Source: HIV Sentinel Surveillance 2016-17"
Indonesia,5.3,"Source: Integrated Biological and Behavior Survey"
Iran (Islamic Republic of),2.1,"Source: Integrated biobehavioral survey"
Jamaica,2,"Source: The 4th (2017) Generation Surveillance of Commercial Sex Workers, Female Patrons and Workers of Sites, where Persons Meet Sex Partners or Participate in Sexual Activity in Jamaica"
Japan,0,
Jordan,0.5,"Source: Integrated Biological and Behavioral Survey-2013- preliminary analysis of priority variables"
Kazakhstan,1.4,"Source: Sentinel surveillance, 2019"
Kenya,29.3,"Source: Integrated Behavior and Biological Survey study conducted in Nairobi - 2011."
Kyrgyzstan,2,"Source: Sentinel surveillance"
Lao People's Democratic Republic,1,
Lebanon,0,"Source: Behavioral surveillance, 2018"
Lesotho,71.9,"Source: IBBS"
Liberia,9.8,
Lithuania,11.1,"Source: ECDC 2017"
Madagascar,5.5,"Source: Etude de surveillance comportementale et biologique chez les professionnelles de sexe, Année 2016"
Malawi,55,"Source: PLACE study"
Malaysia,6.3,"Source: Behavioural Surveillance Survey 2017"
Mali,8.7,"Source: IBBS, 2019"
Mauritania,9,"Source: Enquête IBBS  méthode RDS"
Mauritius,15,
Mexico,0.8,"Source: National programme data, 2019. SS/DGIS. Sistema de Información en Salud (SIS)"
Mongolia,0,"Source: Unpublished preliminary result of HIV AND SYPHILIS SURVEILLANCE SURVEY REPORT, 2019"
Montenegro,0.5,"Source: Bio-behavioural Survey"
Morocco,1.7,"Source: Étude bio-comportementale intégrée RDS (Échantillonnage conduit par les répondants), 2019"
Myanmar,8.3,"Source: Biological and behavioral survey, 2019"
Namibia,40.7,"Source: IBBS 2013"
Nepal,4.2,"Source: Two separate surveys for MSM/MSW and FSW has been conducted in Kathmandu Valley in 2017 respectively. In 2017, IBBS was conducted among MSM/TG in Pokhara"
Nicaragua,2.6,"Source: HIV Sero Sentinel Surveillance 2016"
Niger,9.5,"Source: Enquête de surveillance de seconde génération chez les populations clés"
Nigeria,14.4,
Pakistan,3.8,"Source: IBBS"
Panama,0.6,"Source: Cinco de las Seis Clínicas Amigables (CLAM) donde se llevan a cabo las Vigilancia Centinela de las ITS (VICITS)"
Papua New Guinea,15.5,"Source: Kelly-Hanku, A., Willie, B., Weikum, D.,A., Boli Neo, R., Kupul, M., Coy, K., Hou, P., Aeno. H., Ase, S., Gabuzzi, J., Nembari, J., Narakobi, R., Amos-Kuma, A., Gare, J., Dala, N., Wapling, J., Toliman, P., John, L., Nosi, S., Worth, H., Whiley, D., Tabrizi, S.N, Kaldor, J.M., Vallely, A.J, Badman, S.G. and Hakim, A., (2018) Kauntim mi tu : Multi-Site Summary Report from the Key Population Integrated Bio-Behavioural Survey, Papua New Guinea. Papua New Guinea Institute of Medical Research and Kirby Institute, UNSW Sydney: Goroka, Papua New Guinea"
Paraguay,1.3,"Source: Prevalencia del VIH/Sífilis/Hepatitis B Comportamientos, Prácticas y Actitudes de la Población MTS (Mujeres Trabajadoras Sexuales) en el Paraguay 2017"
Peru,0.7,"Source: Hoja de Monitorización de Actividades - HMA de la Dirección de Prevención y Control de VIH-SIDA, Enfermedades de Transmisión Sexual y Hepatitis - DPVIH"
Philippines,0.6,"Source: 2015 Integrated HIV Behavioral and Serologic Surveillance (IHBSS)"
Portugal,8.9,
Republic of Moldova,3.9,"Source: Behavioural Surveillance Survey 2017"
Romania,1,"Source: Romanian Angel Appeal Foundation.  2010. PREVALENCE OF HIV, HVB AND HVC AND RISK BEHAVIORS AMONG FEMALE SEX WORKERS IN BUCHAREST. SURVEY REPORT. Unpublished report."
Rwanda,45.8,"Source: Sentinel surveillance 2016"
Saint Vincent and the Grenadines,0.6,
Samoa,0,"Source: Sentinel surveillance, 2018"
Sao Tome and Principe,1.4,"Source: Behavioral surveillance, 2018"
Senegal,4.8,"Source: Enquête Combinée"
Serbia,1.6,"Source: Research among most at risk population and among people living with HIV. Institute of Public Health of Serbia "
Seychelles,4.6,"Source: Behavioral and biological survey"
Sierra Leone,6.7,
Singapore,0,"Source: Sentinel surveillance"
Solomon Islands,0,"Source: IBBS 2017"
Somalia,3.4,"Source: IBBS 2017"
South Africa,57.7,
South Sudan,11.4,"Source: IBBS"
Spain,2,
Sri Lanka,0.3,"Source: Behavioral surveillance, 2018"
Sudan,0.7,"Source: Sentinel surveillance, 2019"
Suriname,10.3,"Source: BSS among female sex workers and men who have sex with men and trans women Study implemented in Paramaribo and surrounding areas"
Tajikistan,2.9,"Source: Sentinel surveillance, 2018"
Thailand,2.8,"Source: IBBS among FSW non-venue 2019."
The former Yugoslav Republic of Macedonia,0,"Source: http://iph.mk/wp-content/uploads/2019/03/SW-2018.pdf"
Timor-Leste,1.5,
Togo,13.2,"Source: Behavioural Surveillance Survey 2017"
Tunisia,1.2,"Source: Enquête de séroprévalence de 2017-2018"
Uganda,31.3,"Source: Crane study, 2017"
Ukraine,5.2,"Source: National Integrated Bio-Behavioral Survey 2017"
United Republic of Tanzania,15.4,"Source: IBBS  2017"
Uruguay,1,"Source: Estudios realizados a trabajadoras sexuales mujeres que se realizan controles de salud en policlínica específica en Montevideo"
Uzbekistan,3.2,"Source: Sentinel surveillance, 2018"
Venezuela (Bolivarian Republic of),3.7,"Source: Prevalencia de Infección VIH, Sífilis y Comportamientos sexuales de riesgo de población de Trabajadoras Sexuales en cuatro estados de la República Bolivariana de Venezuela"
Viet Nam,3.6,"Source: HSS 2018"
Yemen,0,
Zambia,48.8,"Source: Special Study 2017"
Zimbabwe,42.2,"Source: Special Study, 2019"
