Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Sri Lanka,25.5,"Source: Behavioral surveillance, 2018"
Sweden,20,
Switzerland,62.6,
Tajikistan,36.6,"Source: Behavioral surveillance, 2018"
Thailand,51.2,"Source: Integrated Bio-Behavioral  Survey (IBBS)"
The former Yugoslav Republic of Macedonia,39.8,"Source: Behavioural Surveillance Survey, 2017"
Tunisia,46.7,"Source: Behavioural Surveillance Survey, 2017"
Uganda,4,"Source: Behavioural Surveillance Survey (Rapid Assessment on Condom use among PWIDs, UHRN 2017)"
Ukraine,43.9,"Source: National Integrated Bio-Behavioral Survey 2017"
United Kingdom,23,"Source: ECDC"
United Republic of Tanzania,29.4,
United States,26,"Source: The National HIV Behavioral Surveillance System (NHBS) conducts surveillance for HIV risk behaviors among persons at highest risk for HIV infection."
Uzbekistan,45.1,
Viet Nam,41.9,"Source: HSS+ 2019"
