Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
The former Yugoslav Republic of Macedonia,90,"Source: Report from the biobehavioral survey and assessment of population size of sex workers in Macedonia, 2018"
Timor-Leste,36.1,
Togo,86.4,"Source: Behavioural Surveillance Survey 2017"
Tunisia,58.3,"Source: Behavioural Surveillance Survey 2017"
Uganda,69.4,
Ukraine,93.9,"Source: National Integrated Bio-Behavioral Survey. 2017"
United Republic of Tanzania,72.4,"Source: BBS, 2019"
Uruguay,93.5,"Source: a. "
Uzbekistan,51.7,"Source: Behavioural Surveillance Survey"
Vanuatu,7.6,"Source: Vanuatu Integrated Bio‐Behavioural Survey and Population Size Estimation with Female Sex Workers in Port Vila, Vanuatu, 2011"
Venezuela (Bolivarian Republic of),86.7,"Source: Prevalencia de Infección VIH, Sífilis y Comportamientos sexuales de riesgo de población de Trabajadoras Sexuales en cuatro estados de la República Bolivariana de Venezuela"
Viet Nam,85.4,"Source: HSS+ 2018"
Yemen,34.9,
Zambia,78.5,"Source: Integrated Biological and Behavioural Surveillance Survey among Female Sex Workers in Zambia, 2015"
Zimbabwe,74.9,"Source: Special study"
