Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Jamaica,42.7,"Source: IBBSS with Population Size Estimation among MSM & TG"
Japan,5.4,"Source: Nationwide cross-sectional Internet survey in 2015"
Kazakhstan,6.6,"Source: Sentinel surveillance, 2019"
Kenya,24.5,"Source: Integrated Biological and Behavior Survey in Nairobi - 2010"
Kyrgyzstan,7.6,
Lao People's Democratic Republic,4.8,
Latvia,8.9,"Source: Internet based study carried out within EMIS project"
Lithuania,2.5,
Madagascar,28.9,"Source: Enquête de surveillance biologique et comportementale 2014, utilisant la méthodologie RDS pour le recrutement des HSH Le traitement des données a été fait sous RDSAT II"
Malawi,12.5,"Source: Programme data, 2019"
Malaysia,25.7,"Source: Behavioural Surveillance Survey 2017"
Mali,18.4,"Source: IBBS, 2019"
Mauritania,31.8,"Source: Enquête IBBS  méthode RDS"
Mauritius,23.4,"Source: IBBS 2015 MSM"
Mexico,21.8,"Source: 1. Bautista-Arredondo S., Colchero M.A., Cortés M.A., Sosa-Rubí S.G., Romero M. Encuesta de seguimiento y análisis para la evaluación de impacto de las estrategias de prevención de VIH/SIDA. Reporte a FUNSALUD, Marzo 2014.; 2. Juan Pablo Gutiérrez Reyes, Aurora Franco Nuñez, Diana Nicte-Há Sansores Martínez, Andrey Ryo Shiba Matsumoto.. informe técnico analítico sobre  prevalencia de vih; así como factores de riesgo y vulnerabilidad, en hombres homosexuales y hombres bisexuales. INSP. México, 2012"
Mongolia,12.8,"Source: Unpublished preliminary result of HIV AND SYPHILIS SURVEILLANCE SURVEY REPORT, 2019"
Montenegro,15.2,"Source: Bio-behavioural survey (Snowball sampling method)"
Morocco,7.9,"Source: Étude bio-comportementale intégrée RDS (Échantillonnage conduit par les répondants), 2017"
Myanmar,12.4,"Source: Biological and behavioral survey, 2019"
Nepal,4.8,"Source: Integrated Biological and Behavioural Surveillance (IBBS) Survey"
Nicaragua,10.4,
Niger,10.1,"Source: Enquête de surveillance de seconde génération chez les populations clés"
Nigeria,32.3,
Pakistan,3.9,
Panama,8.1,"Source: Cinco de  las Seis Clínicas Amigables (CLAM) donde se llevan a cabo la Vigilancia Centinela de las ITS (VICITS)"
Paraguay,33.9,"Source: Prevalencia de VIH Sífilis Hepatitis B, conocimientos, prácticas de riesgo y actitudes de hombres que tienen sexo con hombres (HSH) en Asunción, Central y Alto Paraná, Amambay y Caaguazú. 2017"
Peru,3,"Source: Hoja de Monitorización de Actividades - Dirección de Prevención y Control de ITS, VIH-SIDA y Hepatitis"
Philippines,6.8,"Source: 2018 Integrated HIV Behavioral and Serologic Surveillance (IHBSS)"
Poland,9.7,
Portugal,12,
Republic of Korea,2.7,
Republic of Moldova,9.9,
Romania,18.5,"Source: SIALON II"
Rwanda,5.4,
Samoa,0,"Source: National programme data, 2019"
Sao Tome and Principe,8.6,"Source: Behavioral surveillance, 2018"
Senegal,40.9,"Source: Behavioral surveillance, 2018"
Serbia,10.3,"Source: IBBS survey"
Seychelles,13.6,
Sierra Leone,9.5,
Singapore,1.6,"Source: AfA seropositivity project at MSM venues"
South Africa,22.4,"Source: Population-based cross-sectional survey of households in South Africa"
Spain,12.6,"Source: Estudio EPI-VIH. Vigilancia centinela del VIH realizada en 15 centros de VIH/ITS repartidos por las principales ciudades españolas"
Sri Lanka,2.4,"Source: HIV sero surveillance conducted in 2016"
Sudan,5.6,"Source: IBBS"
Suriname,18.6,"Source: Behavioral surveillance, 2018"
Sweden,5,"Source: MSM questionnaire 2013"
Switzerland,12.8,
Tajikistan,2.8,"Source: Sentinel surveillance 2017"
Thailand,15.1,"Source: Integrated Biological Behavior Surveillance (IBBS) 2018"
The former Yugoslav Republic of Macedonia,6.1,"Source: Respondent-Driven Sampling among MSM in the capital city, latest study in 2017."
Togo,33.5,"Source: Étude transversale chez les HSH au Togo"
Tunisia,7.6,
Ukraine,8,"Source: National Integrated Bio-Behavioral Survey"
United Kingdom,2.8,"Source: Sentinel surveillance"
United Republic of Tanzania,19.2,
Uruguay,14,"Source: "
Uzbekistan,3.9,"Source: Sentinel surveillance, 2018"
Viet Nam,10.9,"Source: HSS 2018"
Yemen,11.1,
Zimbabwe,30.2,"Source: BSS, 2019"
