Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Mexico,240 000,"Region: National; Method: Literature review and population growth; Source: •SEGOB/CONAPO. SS.DGIS. Estimaciones a partir de la muestra de la Encuesta Intercensal 2015 y de las Proyecciones de la Población de los municipios de México 2016-2030, CONAPO. En: http://sinba08.salud.gob.mx/cubos/cubo_Poblacion_2019.htm (consulta abril 2020). •Tracey L. Konstant, Jerushah Rangasami, Maria J. Stacey J16 Michelle L. Stewart y Coceka Nogoduka. Estimating the Number of Sex Workers in South Africa: Rapid Population Size Estimation. AIDS Behav (2015) 19:S3–S15.  •Maria Stacey, Tracey Konstant, Jerushah Rangasami, Michelle Stewar, Gerbrand Mans. Estimating the size of the sex worker population in South Africa, 2013. Sanac, Southafrica, 2013. •Vandepitte, R Lyerla, G Dallabetta, F Crabbe´, M Alary, A Buve. Estimates of the number of female sex workers in different regions of the world. Sex Transm Infect 2006;82(Suppl III):iii18–iii25. doi: 10.1136/sti.2006.02008.  •Fondation Scelles, Charpenel Y. (under the direction of), 4rd Global Report. Prostitution: Exploitation, Persecution, Repression. Paris, Ed. Economica, 2016. Disponible en: http://www.fondationscelles.org/fr/ . consultado Marzo 2017. •Lagunes Gaitán, J. Informe México 2018. Ciudad de México, 2017. •Lubin, G. There Are 42 Million Prostitutes In The World, And Here's Where They Live. Dispoible en: http://www.businessinsider.com/there-are-42-million-prostitutes-in-the-world-and-heres-where-they-live-2012-1. Consultado 25 de Febrero 2016."
Micronesia (Federated States of),300,"Region: Pohnpei, Weno and outer islands; Method: Mapping; Source: Karen McMillan, Rachel Nicholls, Patrick Rawstorne, Michelle O'Connor, Heather Worth, Scott McGill; Pacific Multi-Country Mapping and Behavioural Study: HIV and STI Risk Vulnerability among Key Populations The Federated States of Micronesia 2016"
Mongolia,6000,"Region: Ulaanbaatar capital city, Darkhan, Dornod, Khuvsgul; Method: 1) unique object multiplier; 2) service multiplier; 3) capture recapture and 4) successive sampling population size estimation (SS-PSE); Source: Population size estimation of Female Sex Workers and men who have sex with men in Mongolia, 2019"
Morocco,72 000,"Region: National; Method: Capture-recapture, service multiplier, unique object multiplier, SS-SPE and mapping"
Mozambique,27 300,"Region: Maputo, Beira and Nampula; Method: Simple multiplier, literature review and unique object multiplier; Source: The Integrated Biological and Behavioral Survey among Female Sex Workers, Mozambique 2011– 2012 Final Report"
Myanmar,66 000,"Region: National; Method: Unique object multiplier; service multiplier;  successive sampling size estimation (SS-PSE); Wisdom of Crowds; key informants and NGOs' best guess"
Namibia,8100,"Region: National; Method: Unique-object multiplier, modified Delphi and wisdom of the crowd"
Nepal,67 300,"Region: National; Method: Mapping"
Netherlands,25 000,"Region: National; Method: Surveys and registries"
New Zealand,3500,"Region: National ; Source: New Zealand Prostitutes Collective"
Nicaragua,14 800,"Region: 7 departments; Method: Programmatic mapping"
Niger,51 000,"Region: National; Source: Rapport Estimation EPP 2020"
Nigeria,410 000,"Region: Seventeen States; Method: Programmatic mapping for 10 states, Multiple source capture recapture for 7 states.; Source: Key Population size estimation data 2018 for 17 states"
Pakistan,228 800,"Region: National; Method: Mapping and extrapolation; Source: 2016 Key Population Size Estimation"
Palau,100,"Region: National; Method: Enumeration; Source: Pacific Multi-Country Mapping and Behavioural Study: HIV and STI Risk Vulnerability among Key Populations – Palau"
Panama,8300,"Region: Azuero, Bocas del Toro, Chiriquí, Coclé,  Comarca Ngäbe-Buglé, Panamá Centro, Panamá Oeste, Veraguas,  Panamá Este y Panamá Norte; Method: Capture-recapture; Source: Estimación del tamaño de la población de hombres que tienen sexo con hombres (HSH), mujeres trans (Trans) y trabajadoras sexuales (TS) de 18 años y más, caracterización de esta población, uso de servicios de salud, uso de condón, discriminación y violencia en la República de Panamá para el año 2018"
Papua New Guinea,48 000,"Region: National; Method: Unique object multiplier, extrapolation and consensus; Source: Extrapolated to national from Kelly-Hanku, A., Willie, B., Weikum, et al, (2018) Kauntim mi tu: Multi-Site Summary Report from the Key Population Integrated Bio-Behavioural Survey, Papua New Guinea. Papua New Guinea Institute of Medical Research and Kirby Institute, UNSW Sydney: Goroka, Papua New Guinea."
Paraguay,9122,"Region: National; Method: Multiplier; Source: Analisis de estimaciones"
Peru,67 800,"Region: National ; Source: Spectrum - EPP"
Philippines,210 000,"Region: National; Method: Mapping, Program multiplier, Extrapolation and projection; Source: Projected based on the 2015 Size Estimation"
Republic of Moldova,21 300,"Region: National; Method: NSUM and extrapolation"
Rwanda,12 000,"Region: National; Method: Enumeration"
Saint Lucia,1700,"Region: National; Method: Mapping; Source: Integrated Mapping, Behavioural Survey and Population Size Estimates for Key Populations in the 6 Countries of the Organization of the Eastern Caribbean States."
Saint Vincent and the Grenadines,200,"Region: National; Method: Key informant interviews , focus groups, community mapping  and verification of venues by observation; Source: Mapping and Size Estimation studies"
Samoa,400,"Region: National; Method: Mapping; Source: UNDP and UNSW Pacific Multi-country Behavioural Mapping Study 2016"
Sao Tome and Principe,100,"Region: Capital city; Method: RDS"
Senegal,22 000,"Region: National; Method: Capture-recapture and extrapolation; Source: Extrapolation des résultats d'estimation de la taille au niveau de Dakar en 2012 (Rapport Size Estimation)"
Serbia,3900,"Region: National; Method: Indirect method/multiplier and extrapolation; Source: http://www.batut.org.rs/download/publikacije/Prevalencija%20populacija%20pod%20povecanim%20rizikom%20od%20HIV-a.pdf"
Seychelles,600,"Region: Main island Mahe; Method: Unique object multiplier"
Sierra Leone,240 000,"Region: National; Method: Census and enumeration; Source: POPULATION SIZE ESTIMATION OF KEY POPULATIONS AUGUST 2013"
Singapore,800,"Region: National"
Solomon Islands,700,"Region: National ; Source: IBBS"
Somalia,3700,"Region: Mogadishu, Haergeisa and Bosasso; Method: Mapping, unique service multiplier, and wisdom of the crowds"
South Africa,24 000,"Region: Johannesburg Metro, Cape Town Metro, Durban Metro; Method: The methods included in the current population size exercise were: (i) the unique object, event and service multipliers, (ii) successive sampling PSE (SS-PSE), and (iii) a synthesis of the methods using the Anchored Multiplier.  The Anchored Multiplier is a novel Bayesian approach, which synthesizes the PSE produced by multipliers coupled to a prior estimate to arrive at a single consensus estimate and a 95% credible interval; Source: Behavioral Surveillance Survey (Respondent driven sampling in 3 Metropolitan cities - Johannesburg, Durban and Cape Town)"
South Sudan,8400,"Region: Yambio and Wau; Method: Capture-recapture; Source: IBBS"
Spain,70 300,"Region: National ; Source: Encuesta Nacional de Salud Sexual, 2009. Ministerio de Sanidad y Política social en colaboración con el Centro de Investigaciones Sociológicas"
Sri Lanka,30 000,"Region: National; Method: Service and unique object multiplier; Source: National Size Estimation of the Most at Risk Populations for HIV in Sri Lanka"
Sudan,212 500,"Region: National; Method: Capture-recapture and mapping; Source: Report on POPULATION SIZE ESTIMATION OF FSW AND MSM IN FIVE CITIES IN SUDAN"
Suriname,2200,"Region: National; Method: Multiplier, mapping and enumeration; Source: Looking for Sex Workers in Suriname “An Evaluation of methods to estimate the size of Sex Workers in Suriname”"
Switzerland,20 000,"Region: National; Method: Census and focus groups"
Syrian Arab Republic,25 000,"Region: National; Method: Expert opinion"
Tajikistan,17 500,"Region: National; Method: Multiplier; Source: Интегрированное биологическое и поведенческое исследование с оценкой численности работниц секса."
Thailand,43 000,"Region: National; Method: Network scale-up"
The former Yugoslav Republic of Macedonia,3600,"Region: Skopje; Method: Multiplier, unique object and Delphi"
Timor-Leste,1700,"Region: National; Method: NSUM, service multiplier, wisdom of the crowd, SS-PSE and literature review"
Togo,11 700,"Region: Lomé Commune, Maritime, Plateaux, Centrale Kara et Savanes; Method: Programmatic mapping; Source: Etude sur la Cartographie programmatique chez les populations clés du Togo (PS, HSH, UDI et détenus)"
Tonga,1000,"Region: National; Method: Key informants; Source: Pacific Multi-Country Mapping and Behavioural Study: HIV and STI Risk Vulnerability among Key Population – Tonga"
Tunisia,25 000,"Region: 5 sites; Method: Mapping; Source: Cartographie des sites de travailleuses de sexe par les ONG et estimation de l'étude MoT"
Tuvalu,100,"Region: National; Method: Mapping; Source: Pacific Multi-Country Mapping and Behavioural Study: HIV and STI Risk Vulnerability among Key Populations Tuvalu 2016"
Uganda,130 000,"Region: National; Method: Literature review (meta-analysis model for surveys) and Delphi method; Source: Synthesis, Consolidation and Building Consensus on Key Population Size Estimation Numbers in Uganda"
Ukraine,86 600,"Region: National; Method: Multiplier, capture-recapture, SS, mapping and enumeration ; Source: Alliance for Public Health"
United Republic of Tanzania,155 500,"Region: National; Method: Delphi method; Source: IBBS"
Uruguay,6900,"Region: National; Method: % of adult population; Source: Estimaciones de población según encuesta del Institución nacional de estadísticas"
Uzbekistan,22 000,"Region: National; Method: Multiplier and capture-recapture"
Vanuatu,1400,"Region: Port Vila; Method: Capture‐recapture; Source: Vanuatu Integrated Bio‐Behavioural Survey and Population Size Estimation with Female Sex Workers in Port Vila, Vanuatu, 2011"
Viet Nam,86 000,"Region: National; Method: AEM; Source: Estimated data taken from AEM file for modelling purpose."
Yemen,54 000,
Zambia,18 000,"Region: Lusaka ,Ndola, Kapiri Mposhi ,Livingstone ,solwezi  ,Kitwe,Mongu ,Mansa & Chipata; Method: Mapping and enumeration; Source: Formative assessment of HIV risk and size estimation using census and enumeration methods among key populations most at risk of HIV in Zambia"
Zimbabwe,45 000,"Region: National; Method: Unique object multiplier, Census, Respondent driven sampling survey and service multiplier method"
