Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
El Salvador,91.2,"Source: Clínicas de Vigilancia Centinela de Infecciones de Transmisión Sexual (VICITS)."
Eritrea,74.5,
Estonia,97.8,
Fiji,90.8,"Source: Integrated Biological Behavioural Surveillance Survey and Size Estimation of Sex Workers in Fiji"
Gabon,55.6,"Source: Etude cartographique chez les Travailleuses du sexe dans 5 régions sur 9"
Georgia,94.1,"Source: Behavioural Surveillance Survey 2017"
Germany,92.5,"Source: KABP-Surv STI"
Guinea,93.6,"Source: ESCOMB 2017"
Guinea-Bissau,94.5,
Guyana,75.8,"Source: Bio-behavioural Surveillance survey"
Haiti,88.3,
Honduras,73.4,"Source: Base de datos VICITS WEB"
India,90.6,"Source: National Integrated Bio-Behavioral Surveillance 2014-15"
Indonesia,69.3,"Source: Integrated Biological and Behavioral survey 2015"
Iran (Islamic Republic of),59.4,"Source: Behavioural Surveillance Survey"
Jamaica,96.5,"Source: The 4th (2017) Generation Surveillance of Commercial Sex Workers, Female Patrons and Workers of Sites, where Persons Meet Sex Partners or Participate in Sexual Activity in Jamaica"
Japan,40.5,
Kazakhstan,92.9,"Source: Behavioral Surveillance Survey"
Kiribati,57.8,"Source: HIV Program register"
Kyrgyzstan,96.8,
Lao People's Democratic Republic,94.4,"Source: Behavioural Surveillance Survey 2017"
Latvia,86.6,"Source: EC project BORDERNETWORK"
Madagascar,68,"Source: Etude de surveillance biologique et comportementale chez les professionnelles de sexe, Année 2016"
Malaysia,84.7,"Source: Behavioural Surveillance Survey 2017"
Mauritius,67.8,"Source: Integrated Biological Behavoural sueveillance only Female Sex workers"
Mexico,87.8,"Source: Fuentes: 1. Bautista-Arredondo S., Colchero M.A., Cortés M.A., Sosa-Rubí S.G., Romero M. Encuesta de seguimiento y análisis para la evaluación de impacto de las estrategias de prevención de VIH/SIDA. Reporte a FUNSALUD, Marzo 2014.; 2. Juan Pablo Gutiérrez, Aurora Franco Nuñez, Diana Nicte-Há Sansores Martínez, Andrey Ryo Shiba Matsumoto.. Informe técnico analítico sobre  la prevalencia de vih; así como factores de riesgo y vulnerabilidad,  personas que se dedican al trabajo sexual; y en personas transexuales y personas transgénero. INSP. México, 2012."
Mongolia,90.2,"Source: Unpublished preliminary result of HIV AND SYPHILIS SURVEILLANCE SURVEY REPORT, 2019"
Montenegro,80.7,"Source: Biological-behavioural survey"
Morocco,61.7,"Source: Étude bio-comportementale intégrée RDS (Échantillonnage conduit par les répondants), 2019"
Myanmar,89.7,"Source: BSS, 2019"
Nicaragua,92.6,
Niger,91.3,"Source: Enquête de surveillance de seconde génération chez les populations clés"
Nigeria,90.1,
Pakistan,28.6,"Source: IBBS Round V"
Panama,97.4,"Source: Cinco de las Seis Clínicas Amigables (CLAM) donde se llevan a cabo la Vigilancia Centinela de las ITS (VICITS)"
Papua New Guinea,82.5,
Paraguay,95.6,"Source: ESTUDIOS DE INVESTIGACION EN POBLACIONES VULNERABLES"
Peru,74,
Philippines,87.3,"Source: 2018 Integrated Behavioral and Serologic Surveillance (IHBSS)"
Portugal,95.5,
Republic of Korea,94.6,
Republic of Moldova,89,"Source: Behavioural Surveillance Survey 2017"
Romania,88.1,"Source: Romanian Angel Appeal Foundation.  2010. PREVALENCE OF HIV, HVB AND HVC AND RISK BEHAVIORS AMONG FEMALE SEX WORKERS IN BUCHAREST."
Rwanda,77.5,
Samoa,56.4,"Source: Outreach Registers from all NGO's and the Ministry of Health's HIV/STI outreach programmes"
Sao Tome and Principe,41.4,"Source: IBBS survey"
Senegal,91.8,"Source: Enquête Combinée"
Serbia,93,"Source: Research among most at risk population and among people living with HIV. Institute of Public Health of Serbia "
Sierra Leone,12.5,
Sri Lanka,92.9,"Source: I.B.B.S survey 2014"
Sudan,36.1,"Source: Integrated Bio-Behavioural Surveillance Survey (IBBS)"
Suriname,97.4,"Source: Behavioral surveillance among FSW, 2018 and behavioral surveillance among MSM and TG (including MSW and TG SW)"
Tajikistan,76.3,"Source: Behavioral surveillance, 2018"
Thailand,81.6,"Source: Integrated Biological Behavioral Surveillance Survey (IBBS) 2017 among non-venue sex workers."
The former Yugoslav Republic of Macedonia,92.9,"Source: Report from the biobehavioral survey and assessment of population size of sex workers in Macedonia, 2018"
Togo,94.2,"Source: Behavioural Surveillance Survey 2017"
Tunisia,62.6,"Source: Behavioural Surveillance Survey 2017"
Uganda,69.8,
Ukraine,94.2,"Source: National Integrated Bio-Behavioral Survey. 2017"
United Republic of Tanzania,78.6,
Uzbekistan,52.7,"Source: Behavioural Surveillance Survey"
Viet Nam,82.6,"Source: HSS+ 2018"
Zimbabwe,78.4,"Source: Special study"
