Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Guinea,10.7,"Source: ESCOMB 2017"
Guinea-Bissau,22.2,
Guyana,5.8,"Source: Bio-behavioural Surveillance survey"
Haiti,6.7,
Honduras,0.8,"Source: Base de datos VICIT WEB"
India,1.2,"Source: National Integrated Biological and Behavioural Surveillance (IBBS) 2014-15"
Indonesia,4.1,"Source: Integrated Biological and Behavior Survey"
Iran (Islamic Republic of),0.7,"Source: Integrated biobehavioral survey"
Jamaica,2.6,"Source: The 4th (2017) Generation Surveillance of Commercial Sex Workers, Female Patrons and Workers of Sites, where Persons Meet Sex Partners or Participate in Sexual Activity in Jamaica"
Kazakhstan,0.2,"Source: Sentinel surveillance, 2019"
Kyrgyzstan,0.9,"Source: Sentinel surveillance"
Lao People's Democratic Republic,1,
Madagascar,4.5,"Source: Etude de surveillance comportementale et biologique chez les professionnelles de sexe, Année 2016"
Malaysia,0,"Source: Behavioural Surveillance Survey 2017"
Mauritania,1,"Source: Enquête IBBS  méthode RDS"
Mauritius,5.5,
Mexico,8.1,"Source: 1. Bautista-Arredondo S., Colchero M.A., Cortés M.A., Sosa-Rubí S.G., Romero M. Encuesta de seguimiento y análisis para la evaluación de impacto de las estrategias de prevención de VIH/SIDA. Reporte a FUNSALUD, Marzo 2014. 2. Juan Pablo Gutiérrez, Aurora Franco Nuñez, Diana Nicte-Há Sansores Martínez, Andrey Ryo Shiba Matsumoto.. Informe técnico analítico sobre  la prevalencia de vih; así como factores de riesgo y vulnerabilidad,  personas que se dedican al trabajo sexual; y en personas transexuales y personas transgénero. INSP. México, 2012"
Mongolia,0,"Source: Unpublished preliminary result of HIV AND SYPHILIS SURVEILLANCE SURVEY REPORT, 2019"
Montenegro,0,"Source: Bio-behavioural Survey"
Morocco,1.9,"Source: Étude bio-comportementale intégrée RDS (Échantillonnage conduit par les répondants), 2019"
Myanmar,3.7,"Source: Biological and behavioral survey, 2019"
Nicaragua,1.6,"Source: HIV Sero Sentinel Surveillance 2016"
Niger,6.5,"Source: Enquête de surveillance de seconde génération chez les populations clés"
Nigeria,9.8,
Pakistan,3.8,"Source: IBBS"
Panama,0.4,"Source: Cinco de las Seis Clínicas Amigables (CLAM) donde se llevan a cabo las Vigilancia Centinela de las ITS (VICITS)"
Papua New Guinea,12.7,
Paraguay,0.4,"Source: Prevalencia del VIH/Sífilis/Hepatitis B Comportamientos, Prácticas y Actitudes de la Población MTS (Mujeres Trabajadoras Sexuales) en el Paraguay 2017"
Peru,1.5,"Source: Hoja de Monitorización de Actividades - HMA 2017 de la Dirección de Prevención y Control de VIH/SIDA, ETS y Hepatitis - DPVIH"
Philippines,0.7,"Source: 2015 Integrated HIV Behavioral and Serologic Surveillance (IHBSS)"
Portugal,9.1,
Republic of Moldova,0,"Source: Behavioural Surveillance Survey 2017"
Romania,1.4,"Source: Romanian Angel Appeal Foundation.  2010. PREVALENCE OF HIV, HVB AND HVC AND RISK BEHAVIORS AMONG FEMALE SEX WORKERS IN BUCHAREST. SURVEY REPORT. Unpublished report."
Rwanda,34,"Source: Sentinel surveillance 2016"
Samoa,0,"Source: Sentinel surveillance, 2018"
Senegal,3.4,"Source: Enquête Combinée"
Serbia,0,"Source: Research among most at risk population and among people living with HIV. Institute of Public Health of Serbia "
Seychelles,0,
Solomon Islands,0,"Source: IBBS 2017"
Spain,2.2,
Sri Lanka,0,"Source: HIV sero surveillance conducted in 2016"
Sudan,0.4,"Source: IBBS"
Suriname,9.5,"Source: BSS among female sex workers and men who have sex with men and trans women Study implemented in Paramaribo and surrounding areas"
Tajikistan,2.5,"Source: Sentinel surveillance, 2018"
Thailand,1.6,"Source: IBBS among FSW non-venue 2019."
The former Yugoslav Republic of Macedonia,0,"Source: http://iph.mk/wp-content/uploads/2019/03/SW-2018.pdf"
Togo,5.3,"Source: Behavioural Surveillance Survey 2017"
Tunisia,0,
Ukraine,1.3,"Source: National Integrated Bio-Behavioral Survey 2017"
Uzbekistan,1.7,"Source: Sentinel surveillance, 2018"
Viet Nam,1.6,"Source: HSS 2018"
Zimbabwe,25,"Source: Special Study, 2019"
