Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Germany,4.9,"Source: Data are from a bio-behavioural study conducted in eight larger cities in Germany from 2001 to 2014, using RDS sampling"
Greece,8.5,"Source: Greek Reitox focal point of the EMCDDA"
Hungary,0.2,
India,6.3,"Source: HIV Sentinel Surveillance 2016-17"
Indonesia,28.8,"Source: Integrated Biological and Behavior Survey"
Iran (Islamic Republic of),9.3,"Source: Bio-behavioural surveillance"
Italy,1.7,
Japan,0,"Source: National AIDS Surveillance"
Kazakhstan,7.9,"Source: Sentinel surveillance, 2018"
Kenya,18.3,"Source: UNODC IDU study 2011 conducted in Coast and Nairobi"
Kuwait,0.1,"Source: Addition center data"
Kyrgyzstan,14.3,"Source: Sentinel surveillance"
Latvia,26,
Lebanon,0.9,"Source: Data reported by centers and NGO's"
Liberia,3.9,
Lithuania,4.7,
Luxembourg,2.4,
Madagascar,8.5,"Source: Rapport préliminaire de l'Etude de surveillance biologique et comportementale chez les consommateur de drogue injectable, Année 2016"
Malaysia,13.5,"Source: IBBS"
Malta,3,"Source: Data collected from the SMOPU (whole population is under OST)"
Mauritius,32.3,"Source: IBBS 2017"
Mexico,2.9,"Source: National programme data, 2019. SS/DGIS. Sistema de Información en Salud (SIS)."
Montenegro,0.5,"Source: Bio-behavioural Survey"
Morocco,7.1,"Source: Etude Bio-comportementales intégrées auprès des PID"
Myanmar,19,"Source: HIV Sero Sentinel Surveillance, 2018"
Nepal,8.8,"Source: Integrated Biological and Behavioural Surveillance (IBBS) Survey"
Netherlands,10.2,
New Zealand,0.2,
Nigeria,3.4,
Oman,1.1,
Pakistan,21,"Source: IBBS data (Round V)"
Philippines,29,"Source: 2015 Integrated HIV Behavioral and Serologic Surveillance (IHBSS)"
Poland,54,"Source: Census study among clients of needles and syringes programmes - Reitox Focal Point"
Portugal,21.3,
Republic of Moldova,13.9,"Source: IBBS"
Romania,11.2,"Source: NAA's routine monitoring system on needle & syringes programmes"
Russian Federation,26,"Source: Данные федерального государственного статистического наблюдения"
Saudi Arabia,0,"Source: National programme data, 2018"
Senegal,3.7,"Source: Rapport provisoire PARECO"
Serbia,1.8,"Source: esearch among most at risk population and among people living with HIV"
Seychelles,23,"Source: National programme data, 2019"
Sierra Leone,8.5,"Source: HIV Sero - Prevalence Study for Key Populations May 2015"
Singapore,1.5,"Source: Sentinel surveillance"
Slovakia,0,
South Africa,21.8,"Source:  Population-based cross-sectional survey of households in South Africa"
Spain,16.4,"Source: Estudio EPI-VIH. Vigilancia centinela del VIH realizada en 19 centros de VIH/ITS repartidos por las principales ciudades españolas."
Sweden,0.4,"Source: Case reporting"
Switzerland,9.8,
Syrian Arab Republic,0.5,
Tajikistan,12.1,"Source: Sentinel surveillance, 2018"
Thailand,20.5,"Source: Integrated Bio-Behavioral  Survey (IBBS)"
The former Yugoslav Republic of Macedonia,0,"Source: Respondent-Driven Sampling among PWID in the capital city. Results are extrapolated at the national level."
Tunisia,6,"Source: BSS"
Uganda,17,"Source: Crane study, 2017"
Ukraine,22.6,"Source: National Integrated Bio-Behavioral Survey"
United Kingdom,1,
United Republic of Tanzania,15.5,
United States,3.6,"Source: Numerator: HIV prevalence was estimated from cumulative HIV incidence using an extended back-calculation model (using both HIV and AIDS data, the time of first diagnosis with HIV, and disease severity at diagnosis) and estimated cumulative deaths.  The data can be accessed at: http://www.cdc.gov/hiv/pdf/surveillance_Report_vol_19_no_3.pdf. Denominator: The estimated PWID population was derived from three nationally representative surveys that provide data on same-sex behavior.  Data for lifetime history of injection drug use were combined using meta-analytic procedures.  The proportions of men and women who had ever injected drugs were applied to 2011 U.S. census data for persons 13 years of age and older to produce a population size estimate.  A report describing the methods used to estimate the number of PWID can be found at: Lansky A, Finlayson T, Johnson C, Holtzman D, Wejnert C, Mitsch A, Gust D, Chen R, Mizuno Y, Crepaz, N. Estimating the number of persons who inject drugs in the United States by meta-analysis to calculate national rates of HIV and hepatitis C virus infections. PLOS One 2014; 9(5): e97596."
Uzbekistan,5.1,"Source: Sentinel surveillance, 2018"
Viet Nam,12.7,"Source: HSS 2019"
