Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Guyana,1.7,"Source: Programme data"
Haiti,3.5,"Source: Programme data, 2019 (Health Through Walls)"
Honduras,0.7,"Source: Estudio de prevalencia del VIH en Privados de libertad realizado en el 2019"
Indonesia,1,"Source: Programme data 2017"
Iran (Islamic Republic of),0.82,"Source: Biobehavioral survey"
Ireland,1.9,
Jamaica,6.9,"Source: Bio-Behavioral Inmate Study 2019"
Jordan,0,
Kazakhstan,3.6,"Source: HIV tests conducted by jails, prisons and other closed settings, 2019"
Kuwait,0.1,"Source: Data from Central jail authority"
Kyrgyzstan,11.3,"Source: IBBS among prisoners, 2016"
Latvia,7,
Lebanon,0.1,"Source: Prison authorities reports 2017"
Lesotho,31.4,"Source: LESOTHO CORRECTIONAL SERVICE HIV SERO-PREVALENCE AND BEHAVIOURAL STUDY, 2011"
Lithuania,4.5,"Source: ECDC 2017"
Luxembourg,2.6,"Source: ECDC 2017"
Madagascar,0.3,"Source: 1) Rapport mensuel d'activités des formations sanitaires rattachement du milieu carcéral concerné. 2) GESIS"
Malawi,19,"Source: HIV tests conducted by jails, prisons and other closed settings, 2019"
Malaysia,0.2,"Source: Programme data, 2018"
Mali,1.6,"Source: Programme data, 2019"
Mauritania,2.9,"Source: Enquête bio-comportementale de 2014"
Mauritius,17.3,"Source: Programme data 2017"
Mexico,0.7,"Source: 1. Bautista-Arredondo S, González A, Servan-Mori E, Beynon F, Juarez-Figueroa L, Conde-Glez CJ, et al.  A Cross-Sectional Study of Prisoners in Mexico City Comparing Prevalence of Transmissible Infections and Chronic Diseases with That in the General Population. PLoS ONE [serie en internet] 2015 [consultado 2016 febrero 17]; 10: e0131718. doi:10.1371. Disponible en: http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0131718. 2.- Arantxa Colchero, Cortés MA, Sosa-Rubí S,  Romero M, Bautista S, Vega H, et al. Resultados de la Encuesta de salud con sero-prevalencia de VIH a mujeres transgénero en la Ciudad de México. Reporte Técnico.[monografía en internet]. México: INSP, 2013. [consultado 2016 febrero]. Disponible en: http://www.insp.mx/centros/evaluacion-y-encuestas/publicaciones/otras-publicaciones.html. Ciudad de México. México: INSP, s/f. [consultado 2016 marzo]. Disponible en: http://condesadf.mx/pdf/ecuesta_trans2013.pdf. Los datos disponible de hombres, mujeres y personas transgénero no suman en el total porque provienen de fuentes diferentes. Únicamente la suma por sexos se refleja en el total."
Monaco,0.8,"Source: HIV tests conducted by jails, prisons and other closed settings"
Mongolia,0,"Source: Unpublished preliminary result of HIV AND SYPHILIS SURVEILLANCE SURVEY REPORT, 2019"
Montenegro,0,"Source: Bio-behavioural cross sectional survey"
Morocco,0.2,"Source: Délégation générale à l'administration pénitentiaire et à la réinsertion (DGAPR)."
Mozambique,24,"Source: Crosscutting study in 32 prisons"
Myanmar,4.7,"Source: Programme data, 2019"
Nicaragua,0.3,"Source: HIV tests conducted by jails, prisons and closed settings, 2018"
Niger,1.9,"Source: Rapport enquête SSG 2015"
Nigeria,2.83,"Source: National situation and needs assessment of HIV and AIDS, drug Use and Related Health services in Nigerian Prisons."
Oman,0.2,"Source: Prison records"
Pakistan,2,"Source: IBBS in Prisons"
Panama,1.1,"Source: Clínicas Amigables"
Peru,0.5,"Source: Instituto Penitenciario - INPE. Footnote: Age disagregation is >29/29+"
Poland,2.5,"Source: Data measurement from the Central Board of Prison Service."
Republic of Moldova,3.8,"Source: Integrated Bio-Behavioural Study in key populations 2016-2017"
Romania,1.6,
Saint Lucia,1.6,"Source: HIV tests conducted by jails, prisons and other closed settings 2019"
Sao Tome and Principe,8.2,"Source: IBBS"
Saudi Arabia,0.2,"Source: Programme data, 2018"
Senegal,2,"Source: Enquête nationale de surveillance combinée"
Seychelles,9.9,"Source: HIV Tests conducted by jails, prisons and other closed settings, 2016"
Sierra Leone,8.7,"Source: HIV tests conducted by jails, prisons and other closed settings, 2018"
Singapore,1.1,"Source: Singapore Prison Service"
Somalia,0.4,"Source: HIV tests conducted by jails, prisons and other closed settings, 2019"
South Africa,11.1,"Source: Department of Correctional Services (DCS)"
Spain,5.4,"Source: Ministerio del Interior. Subdirección General del Sanidad Penitenciarira"
Sri Lanka,0,"Source: Programme data, 2019"
Syrian Arab Republic,0,"Source: Programme data"
Thailand,1,"Source: NAP database from NHSO"
The former Yugoslav Republic of Macedonia,0,"Source: Biobehavioural survey among prisoners in 2017"
Uganda,4,"Source: PEPFAR DATIM System"
Ukraine,7.2,"Source: Programme data, Health care Center of the State Criminal Execution  Service of Ukraine (HCC SCESU)"
United Arab Emirates,0.4,"Source: Programme data, 2019"
United Republic of Tanzania,6.7,"Source: Rapid Situational Assessment on HIV Prevalence and Related Risk Factors in Prison Settings in Mainland Tanzania"
Uruguay,1.3,"Source: Estudio epidemiológico en personas privadas de libertad"
Uzbekistan,0.5,"Source: HIV tests conducted by jails, prisons and closed settings, 2018"
Zambia,27.4,"Source: Serobehavioral survey of the HIV and AIDS situation in Zambian prisons, 2011"
Zimbabwe,28,"Source: Prison prevalence survey"
