Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Italy,68.2,"Source: National AIDS Center- Istituto Superiore di Sanità, Rome, Italy;  ^Direzione Generale della Prevenzione Sanitaria - Ministero della Salute, Rome, Italy;"
Jamaica,69.7,"Source: IBBSS with Population Size Estimation among MSM & TG"
Japan,71.9,"Source: Nationwidecross-sectional Internet survey in 2015 among MSM and bisexuals who joined gay community events"
Kazakhstan,80.6,"Source: Behavioral Surveillance Survey"
Lao People's Democratic Republic,27.2,"Source: IBBS"
Latvia,39.7,
Lithuania,43.3,
Luxembourg,64.7,
Madagascar,53.8,"Source: Etude de surveillance biologique et comportementale chez les hommes ayant des rapports sexuels avec des hommes, Année 2014"
Malaysia,64.9,"Source: Respondent Driven Sampling among MSM in 4 states, 2017"
Mauritius,51.2,"Source: IBBS on MSM 2015"
Mexico,73.6,"Source: 1. Bautista-Arredondo S., Colchero M.A., Cortés M.A., Sosa-Rubí S.G., Romero M. Encuesta de seguimiento y análisis para la evaluación de impacto de las estrategias de prevención de VIH/SIDA. Reporte a FUNSALUD, Marzo 2014.; 2. Juan Pablo Gutiérrez et. al Informe técnico analítico sobre  prevalencia de vih; así como factores de riesgo y vulnerabilidad, en hombres homosexuales y hombres bisexuales. INSP. México, 2012."
Mongolia,78.5,"Source: HIV/STI Surveillance Survey Report, 2014"
Morocco,50.5,"Source: Étude bio-comportementale intégrée RDS (Échantillonnage conduit par les répondants), 2017"
Myanmar,58.7,"Source: BBS, 2019"
Nepal,94.3,"Source: Integrated Biological and Behavioural Surveillance (IBBS) Survey 2017"
Netherlands,50,"Source: EMIS 2010"
Nicaragua,54.1,
Niger,91.1,"Source: Enquête de surveillance de seconde génération chez les populations clés"
Nigeria,54.7,
Pakistan,10.9,"Source: National IBBS 2016"
Panama,59.6,"Source: Cinco de las Seis Clínicas Amigables (CLAM) donde se llevan a cabo la Vigilancia Centinela de las ITS (VICITS)"
Papua New Guinea,66.4,
Paraguay,68.3,"Source: Estudio de Prevalencia del VIH/Sifilis, Hepatitis y comportamientos de riesgo en HSH 2017"
Philippines,43.1,"Source: 2018 Integrated HIV Behavioral and Serologic Surveillance (IHBSS)"
Portugal,72.4,
Republic of Korea,65.9,"Source: Population based survey"
Republic of Moldova,64.2,"Source: Behaviour Surveillance Survey, 2017"
Romania,50.7,"Source: Project SIALON II (www.sialon.eu)"
Samoa,6.4,"Source: Outreach Registers from all NGO's and the Ministry of Health's HIV/STI outreach programmes"
Sao Tome and Principe,55.2,"Source: Behavioral surveillance, 2018"
Senegal,77.7,"Source: Behavioral surveillance, 2018"
Serbia,60.8,"Source: Research among most at risk population and among people living with HIV. Institute of Public Health of Serbia "
Singapore,43.3,"Source: MSM seroprevalence study."
Spain,59.6,
Sri Lanka,61.3,
Sudan,41.6,"Source: IBBS"
Suriname,67.8,"Source: Behavioral surveillance, 2018"
Sweden,47,
Switzerland,63.5,
Tajikistan,79.5,"Source: Behaviour Surveillance Survey, 2017"
Thailand,82.3,"Source: Integrated Biological Behavior Surveillance (IBBS) 2018"
The former Yugoslav Republic of Macedonia,55.4,"Source: Behaviour Surveillance Survey, 2017"
Togo,81,"Source: Behaviour Surveillance Survey, 2017"
Tunisia,31.7,"Source: Enquête serocomportementale HSH 2017"
Ukraine,77.8,"Source: National Integrated Bio-Behavioral Survey, 2017"
United Republic of Tanzania,69,
United States,40,"Source: National HIV Behavioral Surveillance System"
Uzbekistan,92.1,
Viet Nam,61.3,"Source: HSS+ 2018"
Yemen,23.7,
Zimbabwe,63.7,"Source: BBS, 2019"
