Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Honduras,2700,"Region: National; Method: Extrapolation of program mapping data;"
India,26 000,"Region: National; Method: ; Source: Programme data"
Indonesia,38 900,"Source: Technical report of size estimation of HIV key population 2016"
Jamaica,3800,"Region: National; Method: Literature review, unique object and service multipliers, the wisdom of the crowds, and a synthesis of methods using the anchored multiplier (Bayesian Approach); Source: IBBSS with Population size estimation among MSM & TG in Jamaica"
Kenya,4300,"Region: 31 counties; Method: Programmatic mapping;"
Kiribati,100,"Region: Capital city; Method: Hybrid method; Source: Behavioral survey report"
Lao People's Democratic Republic,4600,"Region: National; Method: AEM; Source: AEM"
Liberia,1700,"Region: Grand Bassa and Montserrado; Method: Wisdom of Crowds, unique object multiplier, social events and SS-PSE; Source: Liberia 2017 Size Estimate"
Malawi,400,"Region: Blantyre, Lilongwe, Mangochi and Mzimba north; Method: Programme data; Source: USAID-Funded FHI 360 KP program data"
Malaysia,24 000,"Region: National; Method: Consensus;"
Mali,500,"Region: Bamako, Kayes, Koulikoro, Sikasso; Ségou et Mopti; Method: RDS; Source: ANALYSE DE LA SITUATION DES PERSONNES TRANSGENRES AU MALI EN RELATION AVEC INFECTION A VIH ET LE SIDA"
Marshall Islands,100,"Region: Majuro Atoll; Method: Mapping; Source: Pacific Multi-Country Mapping and Behavioural Study: HIV and STI Risk Vulnerability among Key Populations"
Mauritius,1400,"Region: National; Method: Mapping; Source: Programmatic Mapping & Size Estimation of KEY POPULATIONS in MAURITIUS"
Mexico,123 000,"Region: National; Methods: % of adult population; Source: 1.- ONUSIDA. Orientaciones terminológicas de Onusida. Ginebra-Suiza, 2015. 2.- Nucamendi Cervantes Gabriela del Carmen. Estimación de población transgénero en México de acuerdo al método Bakker y Hoenning y Kena. Disponible en: http://www.epidemiologia.salud.gob.mx/doctos/boletin/2013/semanas/sem52/pdf/edit5213.pdf. consultado 20 de febrero 2017 3.- Femke Olyslager and Lynn Conway. On the Calculation of the Prevalence of Transsexualism. Paper presented at the WPATH 20th International Symposium, Chicago, Illinois, September 5-8, 2007.  4.- Flores, AR, Herman JL, Gates GJ y Brown TNT. How many adults identify as transgender in the United States?. The Williams Institute, 2016. Disponible en: https://williamsinstitute.law.ucla.edu/wp-content/uploads/How-Many-Adults-Identify-as-Transgender-in-the-United-States.pdf. Consultado 21 marzo 2017. 5.-Gates GJ. How many people are lesbian, gay, bisexual, and transgender? The Williams Institute, 2011. Disponible en: https://williamsinstitute.law.ucla.edu/wp-content/uploads/Gates-How-Many-People-LGBT-Apr-2011.pdfConsultado 21 marzo 2017.  6.- Crissman hp, Mitchell B. Berger, Louis F. Graham,  and Vanessa K. Dalton. Transgender Demographics: A Household Probability Sample of US Adults, 2014. Am J Public Health. 2017 February; 107(2): 213–215.  doi:  10.2105/AJPH.2016.303571. disponible en: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5227939/. Consultado 12 de Junio 2017 7.- -SEGOB/CONAPO. SS.DGIS. Estimaciones a partir de la muestra de la Encuesta Intercensal 2015 y de las Proyecciones de la Población de los municipios de México 2016-2030, CONAPO. En: http://sinba08.salud.gob.mx/cubos/cubo_Poblacion_2019.htm (consulta abril 2020)."
Nepal,21 500,"Region: National; Method: Mapping;"
Nicaragua,6500,"Region: 7 departments; Method: Programmatic mapping;"
Pakistan,52 400,"Region: National; Method: Mapping and extrapolation; Source: 2016 Key Population Size Estimation"
Panama,3100,"Region: Azuero, Bocas del Toro, Chiriquí, Coclé,  Comarca Ngäbe-Buglé, Panamá Centro, Panamá Oeste, Veraguas,  Panamá Este y Panamá Norte; Method: Capture-recapture; Source: Estimación del tamaño de la población de hombres que tienen sexo con hombres (HSH), mujeres trans (Trans) y trabajadoras sexuales (TS) de 18 años y más, caracterización de esta población, uso de servicios de salud, uso de condón, discriminación y violencia en la República de Panamá para el año 2018"
Paraguay,700,"Region: Subnational; Method: Capture-recapture and log-lineal models;"
Peru,33 900,"Region: National; Source: Spectrum"
Philippines,190 000,"Region: National; Method: Extrapolation, Unique Object Distribution and Program Multiplier; Source: Projected based on the 2015 Size Estimation of Key Populations"
Saint Lucia,300,"Region: National; Method: Mapping; Source: Integrated Mapping, Behavioural Survey and Population Size Estimates for Key Populations in the 6 Countries of the Organization of the Eastern Caribbean States"
Samoa,9000,"Region: National; Method: Mapping; Source: UNDP and UNSW Pacific Multi-country Behavioural Mapping Study 2016"
Sierra Leone,3400,"Region: National; Method: Modified nomination;"
Sri Lanka,2200,"Region: National; Method: Service and unique object multiplier; Source: National Size Estimation of the Most at Risk Populations for HIV in Sri Lanka"
Thailand,62 800,"Region: National; Method: Multiplier; Source: National data of Military recruit"
Tonga,400,"Region: National; Method: Key informants; Source: Pacific Multi-Country Mapping and Behavioural Study: HIV and STI Risk Vulnerability among Key Population – Tonga"
Tuvalu,100,"Region: National; Method: Mapping; Source: Pacific Multi-Country Mapping and Behavioural Study: HIV and STI Risk Vulnerability among Key Populations Tuvalu 2016"
United States,1 000 000,"Region: National; Method: Meta -Regression of Population-Based Probability Samples; Source: Meerwijk, e & Sevelius, J. "
Uruguay,1600,"Region: National; Method: Census and extrapolation; Source: Censo de personas transexuales realizado por el Ministerio de Desarrollo Social"
Venezuela (Bolivarian Republic of),15 000,"Region: National; Methods: Modelo de regresión lineal simple (SL.lm); Source: “Informe de Estimación de la población de la Población Mujeres Trans en Venezuela 2019”, realizado por OPS/OMS. Venezuela, 2019."
