Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Sri Lanka,0,"Source: HIV sero surveillance conducted in 2016"
Sudan,0.8,"Source: IBBS"
Suriname,13.9,"Source: Behavioral surveillance, 2018"
Sweden,1,"Source: MSM questionnaire 2013"
Switzerland,3.8,
Tajikistan,1.7,"Source: Sentinel surveillance 2017"
Thailand,6.2,"Source: Integrated Biological Behavior Surveillance (IBBS) 2018"
The former Yugoslav Republic of Macedonia,4.4,"Source: Respondent-Driven Sampling among MSM in the capital city, latest study in 2017."
Togo,14.6,"Source: Étude transversale chez les HSH au Togo"
Tunisia,10.6,
Ukraine,6.7,"Source: National Integrated Bio-Behavioral Survey"
United Kingdom,1.5,"Source: Sentinel surveillance"
United Republic of Tanzania,15.4,
Uruguay,5.5,"Source: "
Uzbekistan,2.9,"Source: Sentinel surveillance, 2018"
Viet Nam,10.6,"Source: HSS 2018"
Yemen,3.1,
Zimbabwe,8.5,"Source: BSS, 2019"
