Country,Most recent data as of 2019,Most recent data as of 2019_Footnote
Dominican Republic,42,"Source: Tercera Encuesta de Comportamiento con Vinculación Serológica en Poblaciones Clave, 2017 realizada en 05 provincias  (Santo Domingo, Santiago, Puerto Plata, La Altagracia, Barahona)"
Ecuador,77,"Source: Estudio MAPLE, 2015"
Egypt,38.8,"Source: Hemaya Project. Network of Associations for Harm Reduction NAHR"
El Salvador,52.6,"Source: Clínicas de Vigilancia Centinela de Infecciones de Transmisión Sexual (VICITS)."
Estonia,53.9,"Source: Internet study"
Eswatini,57.6,"Source: Characterizing the HIV Prevention and Treatment Needs among Key Populations, including Men who Have Sex with Men and Female Sex Workers in Swaziland:From Evidence to Action"
Fiji,23.8,"Source: Rawstorne, P., Man, W. Y., Maharaj, P., Rokoduru, A., Vulavou, I, .Rasili, S., Worth, H. WHO WE ARE: An exploration of the sexual practices and HIV transmission risks of men who have sex with men and transgender populations in Fiji 2014"
Finland,46,
France,44.5,"Source: ECDC"
Gambia,55.1,"Source: Programme data, 2019"
Georgia,72.5,"Source: Behavioral Surveillance Survey"
Germany,65.8,"Source: Online survey"
Ghana,60,
Greece,73,"Source: ECDC"
Guatemala,69.3,
Guinea,65.5,"Source: ESCOMB 2017"
Guinea-Bissau,12.2,"Source: Estudo Biológico e Sócio Comportamental e estimativa do tamanho nas populações mais expostas ao risco de infeção pelo VIH na República da Guiné-Bissau"
Guyana,64.4,"Source: Bio-behavioural Surveillance survey"
Haiti,75.1,
Honduras,55.8,"Source: Base de datos VICITS WEB"
India,83.9,"Source: National Integrated Biological and Behavioural Surveillance"
Indonesia,81,"Source: Integrated Biological and Behavior Survey"
Ireland,56.9,"Source: MISI MSM Internet Survey 2015"
Italy,62,"Source: ECDC"
Jamaica,68.8,"Source: IBBSS with Population Size Estimation among MSM & TG"
Japan,71,"Source: Nationwidecross-sectional Internet survey in 2015 among MSM and bisexuals who joined gay community events"
Kazakhstan,80.4,"Source: Behavioral Surveillance Survey"
Kenya,54.9,
Lao People's Democratic Republic,25.7,"Source: IBBS"
Latvia,51,"Source: ECDC"
Lebanon,52.2,"Source: Behavioral Surveillance Survey"
Lesotho,46.4,"Source: Behavioral surveillance"
Lithuania,42.3,
Luxembourg,62.4,
Madagascar,57.2,"Source: Etude de surveillance biologique et comportementale chez les hommes ayant des rapports sexuels avec des hommes, Année 2014"
Malawi,44,"Source: PLACE study"
Malaysia,65.4,"Source: Respondent Driven Sampling among MSM in 4 states, 2017"
Mali,75.9,"Source: IBBS, 2019"
Malta,63,"Source: ECDC"
Mauritius,53.1,"Source: IBBS on MSM 2015"
Mexico,65.3,"Source: SS/Censida e INSP. Encuestas de sero-prevalencia de VIH y sífilis, así como factores de riesgo y vulnerabilidad, en hombres que tiene sexo con hombres (HSH), personas transgénero y mujeres trabajadoras sexuales (MTS) en 7 zonas urbanas de México. México, 2017."
Mongolia,76.5,"Source: HIV/STI Surveillance Survey Report, 2014"
Morocco,51.8,"Source: Étude bio-comportementale intégrée RDS (Échantillonnage conduit par les répondants), 2017"
Myanmar,56.8,"Source: BBS, 2019"
Nepal,94.6,"Source: Integrated Biological and Behavioural Surveillance (IBBS) Survey 2017"
Netherlands,51,"Source: EMIS 2010"
New Zealand,81,"Source: HIV behavioural surveillance from 2014"
Nicaragua,55.1,
Niger,89.6,"Source: Enquête de surveillance de seconde génération chez les populations clés"
Nigeria,51,
Pakistan,22.4,"Source: National IBBS 2016"
Panama,80.6,"Source: Cinco de las Seis Clínicas Amigables (CLAM) donde se llevan a cabo la Vigilancia Centinela de las ITS (VICITS)"
Papua New Guinea,63.1,
Paraguay,66.8,"Source: Estudio de Prevalencia del VIH/Sifilis, Hepatitis y comportamientos de riesgo en HSH 2017"
Philippines,40.1,"Source: 2018 Integrated HIV Behavioral and Serologic Surveillance (IHBSS)"
Poland,72.4,
Portugal,50.1,"Source: ECDC"
Republic of Korea,65.4,"Source: Population based survey"
Republic of Moldova,61.2,"Source: Behaviour Surveillance Survey, 2017"
Romania,56.6,"Source: Project SIALON II (www.sialon.eu)"
Rwanda,71.4,
Saint Kitts and Nevis,82,
Saint Vincent and the Grenadines,42.7,
Samoa,4.4,"Source: Outreach Registers from all NGO's and the Ministry of Health's HIV/STI outreach programmes"
Sao Tome and Principe,60.8,"Source: Behavioral surveillance, 2018"
Senegal,75.8,"Source: Behavioral surveillance, 2018"
Serbia,62.3,"Source: Research among most at risk population and among people living with HIV. Institute of Public Health of Serbia "
Sierra Leone,32.2,
Singapore,64.5,"Source: MSM seroprevalence study."
Slovenia,54,"Source: ECDC"
South Africa,97.9,
Spain,76.5,"Source: Encuesta EMIS"
Sri Lanka,82.8,"Source: Behavioral surveillance, 2018"
Sudan,26.9,"Source: IBBS"
Suriname,63.8,"Source: Behavioral surveillance, 2018"
Sweden,45,
Switzerland,76.6,
Tajikistan,78.5,"Source: Behaviour Surveillance Survey, 2017"
Thailand,82.7,"Source: Integrated Biological Behavior Surveillance (IBBS) 2018"
The former Yugoslav Republic of Macedonia,51.3,"Source: Behaviour Surveillance Survey, 2017"
Timor-Leste,66,
Togo,80.2,"Source: Behaviour Surveillance Survey, 2017"
Trinidad and Tobago,53.3,"Source: National Biological and Behavioural Surveillance Survey (BBSS) conducted by the Ministry of Health among Men who have Sex with Men (MSM) in Trinidad and Tobago"
Tunisia,34.8,"Source: Enquête serocomportementale HSH 2017"
Uganda,39,"Source: Crane survey"
Ukraine,77.7,"Source: National Integrated Bio-Behavioral Survey, 2017"
United Kingdom,60,"Source: ECDC"
United Republic of Tanzania,13.9,
United States,42,"Source: National HIV Behavioral Surveillance System"
Uruguay,67.6,"Source: Estudio de Segunda Generación en HSH"
Uzbekistan,94.6,
Venezuela (Bolivarian Republic of),56,"Source: Estudio de comportamientos sexuales y prevalencia de VIH en hombres que tienen sexo con otros hombres en ocho ciudades de la República Bolivariana de Venezuela"
Viet Nam,63,"Source: HSS+ 2018"
Yemen,19.9,
Zimbabwe,69.2,"Source: BBS, 2019"
