States,2019,2019_lower, 2019_upper
Rubirizi,1.09 ,0.74 , <0.01
Rukiga,0.63 ,0.42 , <0.01
Rukungiri,0.81 ,0.58 , <0.01
Rwampara,0.67 ,0.47 , <0.01
Serere,0.35 ,0.25 , <0.01
Sheema,1.06 ,0.74 , <0.01
Sironko,0.47 ,0.33 , <0.01
Soroti,0.68 ,0.53 , <0.01
Ssembabule,0.77 ,0.52 , <0.01
Tororo,0.83 ,0.65 , <0.01
Wakiso,1.06 ,0.91 , <0.01
Yumbe,0.16 ,0.11 , <0.01
Zombo,0.50 ,0.34 , <0.01
National,0.90 ,0.38,2.08
